predicted,actual
0.88541764,
0.9234328,
0.9603403,
0.95036787,
0.90599495,
0.96221316,0.0
0.95976007,
0.90518713,1.0
0.9643811,
0.80098206,
0.8025619,
0.96846235,
0.9325223,
0.96348774,
0.9409239,1.0
0.9066656,
0.9314054,
0.9424896,
0.9018428,
0.95611405,
0.9717471,
0.9577353,1.0
0.8070276,
0.9805203,
0.8325999,
0.95578146,1.0
0.9249819,
0.9356076,1.0
0.9569982,
0.9462208,
0.97545075,
0.94499063,
0.9315161,
0.8702346,
0.84200263,
0.89654195,
0.90061885,
0.8533381,1.0
0.95146424,
0.85545874,
0.9490434,
0.86874986,
0.95024145,
0.9478016,1.0
0.9147462,1.0
0.895759,1.0
0.9662537,
0.8875338,1.0
0.9555452,0.0
0.91585946,
0.94721425,1.0
0.9820219,
0.9177609,
0.9640644,
0.9693646,
0.8121813,
0.9534006,
0.9615912,
0.9214048,1.0
0.9468802,
0.9511478,
0.9485575,
0.9166111,1.0
0.9129206,
0.9778311,
0.965483,1.0
0.9777288,
0.9057855,
0.948113,
0.9485825,
0.9668778,
0.8707181,
0.91991377,
0.9274903,
0.97304714,
0.8655151,
0.8928186,1.0
0.94095474,
0.9307056,
0.86453104,
0.8869502,
0.9069893,
0.9539636,
0.964698,
0.98116976,1.0
0.9669968,
0.95904595,1.0
0.96395355,
0.9499038,
0.85394025,
0.94518524,
0.9187471,
0.94396645,
0.8893634,
0.94197536,
0.9142148,
0.96079564,
0.9578874,
0.9525999,
0.94837505,1.0
0.968972,
0.9517037,
0.9459197,
0.93451107,1.0
0.9577078,1.0
0.97801197,
0.9287062,
0.89690894,1.0
0.9177492,
0.9389918,
0.97475976,
0.80018413,
0.9733325,
0.97402203,
0.85826117,1.0
0.9792447,
0.9626627,1.0
0.9875759,
0.9724034,
0.9470673,
0.82451075,
0.9529198,
0.91806793,
0.9602762,
0.942335,
0.88781226,
0.8581294,1.0
0.91720617,
0.90651804,1.0
0.8728266,
0.9310083,1.0
0.9533028,
0.9290688,
0.7877707,
0.9158439,
0.950594,
0.87923944,
0.9463569,0.0
0.9463365,
0.9208805,
0.852504,1.0
0.9564955,
0.91342145,
0.96460485,
0.8948755,
0.9308723,
0.9656397,
0.92557466,
0.95535636,
0.77769953,1.0
0.97583413,
0.8483815,
0.94979787,
0.9436375,
0.96573365,
0.9554294,
0.9024918,
0.8857997,
0.94313395,1.0
0.928571,1.0
0.9678481,1.0
0.8880797,
0.9714227,
0.95872444,
0.9377128,1.0
0.95512885,
0.95564044,
0.9816835,
0.9164228,
0.9148399,
0.8572062,1.0
0.9119713,
0.8499104,
0.9298897,
0.81849253,1.0
0.9635255,
0.94586736,
0.95886034,
0.96626985,
0.95506227,
0.91849244,1.0
0.87005544,
0.89683175,
0.92540973,
0.90482724,
0.809548,
0.95873344,
0.94144285,
0.8624193,
0.95566595,1.0
0.9369927,
0.89156294,1.0
0.9059503,
0.8816728,
0.9799328,
0.9719872,
0.95188266,
0.9277131,
0.90998656,1.0
0.8854942,
0.9664602,
0.9398349,
0.9569397,
0.9457071,
0.90122336,
0.95426154,
0.8431692,
0.9497262,
0.9684765,
0.9095795,
0.92607147,
0.94572127,
0.91966736,
0.9648243,
0.79105383,
0.82452923,
0.96371335,
0.85475016,
0.8389526,1.0
0.9446042,
0.9230823,
0.9137657,
0.8897708,
0.93535763,1.0
0.9637703,
0.87355727,
0.9114614,
0.9503396,
0.9697758,1.0
0.9561247,
0.9158956,
0.93443435,
0.94704366,
0.9187329,1.0
0.9702617,
0.904483,1.0
0.96690536,1.0
0.93275243,
0.91016316,
0.95270383,1.0
0.72150683,
0.84642905,
0.9349479,1.0
0.89687085,1.0
0.87669283,
0.9413084,
0.92010295,
0.92630637,
0.96508074,
0.88734853,
0.87272877,
0.92615753,
0.9541093,
0.82445794,
0.7616436,
0.9460204,
0.97046137,
0.8940445,
0.9337919,1.0
0.9264466,
0.9133987,
0.9502122,1.0
0.9212641,
0.9762358,1.0
0.9184292,
0.9537814,
0.92719126,
0.8855629,
0.9391214,1.0
0.9373687,
0.9681386,1.0
0.91922015,
0.86504906,
0.97315264,0.0
0.9211643,
0.9409718,
0.97163886,
0.9416852,
0.9277524,
0.96549106,
0.9118746,
0.8941506,1.0
0.8975035,
0.82880783,
0.95844096,
0.9325632,1.0
0.9471332,
0.96162844,
0.8358073,
0.92568445,1.0
0.85849035,
0.97763944,
0.95842874,
0.9362677,
0.94827527,
0.9197497,
0.9243158,
0.949587,
0.96016055,
0.9169998,
0.94335926,1.0
0.90722895,
0.8709454,
0.96637005,
0.9275225,
0.94200283,
0.9465859,1.0
0.92801934,1.0
0.9261534,1.0
0.76319045,1.0
0.97116965,
0.922686,
0.9167701,
0.95555925,
0.97392005,
0.8635336,
0.8796285,
0.83219564,
0.9506773,
0.97060895,
0.9312677,1.0
0.93996537,0.0
0.9532755,
0.94031906,
0.899507,
0.94576776,
0.9662476,
0.944062,
0.9468155,
0.9430698,1.0
0.9625117,
0.9368861,
0.97645754,
0.94243294,
0.89514977,
0.97802585,
0.96685755,
0.8586189,
0.906354,
0.93724906,1.0
0.94183797,
0.9312032,
0.97582096,
0.9197184,
0.94843906,
0.9408232,
0.93067896,1.0
0.9249412,
0.699331,
0.96616125,
0.9086836,
0.87702525,
0.9136018,
0.9625648,
0.9615399,
0.9589431,
0.9579923,1.0
0.6044987,
0.94922704,
0.9043232,1.0
0.8938072,
0.9236556,
0.98352516,
0.7790193,
0.6590001,
0.9776853,
0.9393911,
0.83269477,
0.88183475,
0.9032593,
0.8456373,
0.9501764,
0.9263687,1.0
0.858963,
0.9072724,
0.8294411,
0.83350736,
0.6846313,
0.96604943,
0.97594815,1.0
0.9593929,1.0
0.9526909,
0.9418641,
0.9628146,1.0
0.9486051,1.0
0.9663068,
0.9694565,1.0
0.9633815,
0.8818715,
0.8872774,
0.90705323,
0.9239684,
0.9568945,
0.9586938,
0.90266854,
0.8138176,
0.92246205,
0.9718435,1.0
0.8731234,0.0
0.95885915,
0.87797695,
0.9296883,
0.97377837,
0.9023136,
0.9403701,1.0
0.9253083,1.0
0.95402527,
0.8420665,
0.93298924,1.0
0.9134167,
0.9679,
0.9185681,1.0
0.88620394,
0.91977143,
0.951745,
0.93610394,
0.8676734,1.0
0.9588896,
0.96120256,1.0
0.96934533,
0.9740302,
0.9638369,
0.9505791,
0.8523616,
0.928736,
0.96639484,
0.9267679,
0.97797775,
0.96846056,1.0
0.9478692,
0.83688205,
0.926807,
0.93250376,
0.92469865,
0.9532002,
0.7671785,
0.94442964,
0.85715026,1.0
0.8820659,1.0
0.95214653,
0.9742424,
0.9273659,
0.9561333,
0.96548027,
0.94276255,
0.91659933,
0.88415295,1.0
0.96547145,
0.96707135,
0.9429549,
0.9301569,
0.8830835,
0.9095212,
0.9604298,
0.955681,
0.9257029,
0.9386346,
0.9710344,
0.8432983,
0.9126115,
0.94517356,
0.9257436,
0.9538541,
0.92463225,
0.9120736,
0.9290862,
0.938706,
0.9732194,
0.85363364,
0.96441764,
0.9278626,
0.9290885,
0.95335317,1.0
0.9305372,
0.8700864,
0.9185435,
0.9230549,
0.92199063,
0.94245744,
0.94526917,1.0
0.8830967,
0.86983114,
0.9679146,1.0
0.8996746,
0.9720133,1.0
0.86421674,
0.9567535,
0.95035815,1.0
0.9549778,
0.928614,1.0
0.91948795,
0.97674656,
0.8844714,
0.94200283,
0.938932,
0.9641819,
0.9305202,
0.9239073,
0.95682293,
0.9394296,
0.8891472,
0.8758416,
0.953883,
0.9790627,
0.96384,
0.8787142,
0.943686,
0.9650374,
0.80337393,1.0
0.9620174,
0.97158235,
0.9538975,1.0
0.9608034,
0.92895854,1.0
0.9715726,1.0
0.91251194,1.0
0.91607314,1.0
0.96967727,
0.928843,
0.90435493,
0.9444142,
0.9528881,
0.92790395,
0.9806265,
0.9173097,
0.9138918,
0.9425934,
0.92612755,
0.9397831,
0.83319485,
0.9227747,
0.9657917,1.0
0.96612495,
0.87729764,
0.9731732,
0.9336529,
0.89202183,
0.94247,1.0
0.9237553,
0.962683,
0.938804,
0.93821967,
0.8539912,
0.9661785,
0.8712664,
0.9390952,
0.9662251,1.0
0.97032243,
0.97548395,
0.92440116,
0.94096714,
0.9276906,
0.93117744,1.0
0.9585356,
0.9346067,1.0
0.928113,1.0
0.8810438,
0.95706534,1.0
0.9542339,
0.9412017,1.0
0.94160306,
0.9693495,
0.9481417,1.0
0.90511507,
0.8595189,1.0
0.9375859,
0.9642509,
0.82518864,
0.9750328,
0.84907216,
0.9534606,1.0
0.96984494,
0.89317113,1.0
0.8754611,
0.83182895,
0.97231466,
0.9720296,
0.89660746,
0.81439346,
0.9084062,
0.94436765,
0.93984866,0.0
0.9067195,
0.9239242,1.0
0.9493376,1.0
0.97033644,
0.8745518,
0.9535914,1.0
0.9172645,
0.93621135,1.0
0.9596103,
0.9193125,
0.95805556,1.0
0.9343842,
0.8655008,1.0
0.9682246,1.0
0.9710414,
0.9655197,
0.839154,
0.92913693,
0.9515315,
0.9552565,
0.91220045,
0.812136,
0.9433778,
0.78323066,1.0
0.95751435,
0.90975285,
0.9404045,
0.9220655,
0.95366144,
0.9412146,
0.96408767,
0.95483106,
0.96091264,
0.91251045,
0.8804879,
0.9262384,
0.90058887,
0.9220962,
0.9730046,
0.92715764,
0.9183395,1.0
0.96697545,
0.96277905,
0.95684844,1.0
0.96002465,
0.91340905,
0.9596314,1.0
0.94389796,
0.8604344,1.0
0.8916734,
0.8934806,1.0
0.9691293,
0.97127646,1.0
0.9237541,
0.8471735,
0.95374197,
0.89136136,
0.98082995,1.0
0.915971,
0.9611257,
0.84181035,
0.8937269,0.0
0.8814222,
0.92932594,
0.90101236,
0.8734084,1.0
0.9395311,
0.8342524,1.0
0.9475481,
0.89578307,
0.92827475,
0.8630369,1.0
0.8839111,1.0
0.89270484,
0.9628338,
0.9228693,
0.9670642,
0.9753608,
0.9734746,
0.90711385,
0.9041755,
0.9481564,
0.9258207,
0.9216227,
0.8641683,
0.8759482,1.0
0.87931955,
0.94124514,
0.9730598,
0.81854236,
0.9685495,
0.93644375,
0.9691581,
0.85072994,
0.8871161,1.0
0.9793997,
0.8272745,1.0
0.9557368,
0.9648819,
0.97464603,
0.8630691,
0.8119624,1.0
0.9566371,1.0
0.86675817,
0.9643226,1.0
0.9438219,1.0
0.94010735,1.0
0.9384201,
0.96385604,
0.8707181,
0.9666754,1.0
0.9645425,
0.9483958,
0.9306933,
0.9424755,1.0
0.87151456,
0.9396035,
0.80467963,
0.95600957,
0.915651,
0.8260756,
0.9335725,
0.93845123,
0.9523826,1.0
0.90232223,
0.93772066,
0.9696572,
0.9379962,1.0
0.8520166,1.0
0.96656233,
0.9784691,1.0
0.9299198,
0.941438,
0.88783437,
0.9391621,
0.8810321,
0.9094585,1.0
0.8765886,1.0
0.8817916,
0.8241928,1.0
0.97606885,
0.9261705,1.0
0.9693626,
0.9387717,
0.9733556,
0.9422333,
0.977207,
0.86791694,
0.9627534,
0.96915394,
0.9357797,
0.94726163,
0.9610833,
0.971411,
0.91582,1.0
0.9655641,
0.90547925,
0.9605754,1.0
0.9305558,1.0
0.8863079,
0.9495389,1.0
0.90792406,
0.98209333,
0.9719087,
0.9768271,
0.92549294,
0.97893095,
0.95434916,
0.9508724,
0.98138267,
0.92583895,
0.9403694,1.0
0.9038427,1.0
0.9697093,1.0
0.96239334,
0.94697076,
0.95464295,
0.946533,
0.9028795,
0.9629143,
0.9605291,
0.8867573,
0.9706782,
0.9195096,
0.97681445,
0.948943,
0.940025,1.0
0.9558823,
0.93566716,
0.9434228,
0.96016824,0.0
0.9130412,
0.947463,
0.90954053,
0.9788971,
0.9722892,
0.9326835,
0.96202576,
0.87291175,
0.9579123,
0.9061427,
0.89194417,
0.8592986,
0.9474935,1.0
0.93869513,1.0
0.88170254,
0.9207102,1.0
0.949963,1.0
0.959261,1.0
0.96999425,
0.9471131,
0.96056706,
0.85932213,
0.91125757,
0.824741,
0.94478756,
0.8401116,
0.980423,1.0
0.933016,
0.8430211,
0.8763253,
0.9304743,1.0
0.84126395,
0.8889745,
0.90253794,
0.9160258,
0.9702304,
0.97256064,1.0
0.9453267,
0.951486,1.0
0.83623713,
0.9672047,
0.9712195,
0.94947064,
0.92913973,
0.9292067,
0.9207307,
0.96186817,
0.90373284,1.0
0.9477708,
0.88856554,
0.96052414,
0.9207444,1.0
0.9105186,
0.94250864,
0.9747116,
0.9406979,
0.9678412,
0.94498837,
0.96307516,
0.9599783,
0.9674788,
0.93012476,
0.9730364,
0.81842124,
0.866729,
0.9618212,
0.94688493,
0.97238797,1.0
0.9482414,
0.91049606,
0.96700376,
0.95071167,
0.87313074,1.0
0.9350863,
0.8826405,
0.9658471,
0.8975618,
0.9077019,
0.94867927,
0.9280418,1.0
0.9753213,
0.964593,1.0
0.94000345,
0.8143544,
0.9428131,
0.8869074,
0.8828321,1.0
0.93107677,
0.8862743,
0.9359769,
0.9354007,
0.8109964,
0.90484244,
0.938909,
0.95843244,
0.95650446,
0.963677,
0.90791905,
0.96306473,
0.9334076,
0.9672112,
0.93958855,
0.8161744,
0.9464054,
0.9503046,1.0
0.95405066,
0.90122545,
0.9645392,
0.74000394,1.0
0.9770831,
0.9553761,
0.98532385,
0.9612704,
0.88893366,1.0
0.91809034,
0.9508347,
0.9605282,
0.9627906,
0.9252652,
0.9651963,
0.98447126,
0.95217365,
0.940399,1.0
0.93665636,
0.85135907,1.0
0.9601806,
0.83486587,
0.9734788,
0.9369633,
0.94922996,
0.91958994,0.0
0.9743037,
0.86528665,
0.9497611,
0.9653567,
0.90150094,
0.941326,
0.9523145,
0.92011595,
0.96101934,
0.9303271,
0.91357386,1.0
0.92830783,
0.9448085,
0.84155303,
0.9693842,
0.950151,
0.9366966,
0.9125314,1.0
0.935787,
0.98540616,
0.7663478,
0.91713464,
0.96037966,
0.9244831,
0.9541858,
0.95598984,
0.96521944,1.0
0.92809725,
0.7246628,1.0
0.9134701,
0.9220111,
0.9075223,
0.93789834,
0.9167786,
0.973854,
0.9801482,
0.95062804,
0.97327876,
0.894738,
0.91498697,
0.9354272,1.0
0.91618717,
0.9563779,
0.9175734,
0.90346885,
0.9785711,
0.9160317,
0.9493664,
0.9125658,
0.93101954,
0.96502364,
0.8968661,
0.9209107,
0.9479388,
0.8879448,
0.93808067,
0.93032193,1.0
0.89301485,
0.89594734,1.0
0.9076927,1.0
0.95650446,1.0
0.91205156,
0.93555355,
0.93725556,
0.9627745,1.0
0.9162275,1.0
0.8980182,
0.6972096,
0.9236003,
0.9530349,
0.92611635,
0.9512221,
0.918838,1.0
0.88639665,
0.7454635,
0.9510285,
0.9378294,
0.6983103,
0.9643645,1.0
0.89097065,
0.89710844,
0.92041093,
0.94750464,
0.90495354,1.0
0.9678553,
0.91673386,1.0
0.9549314,1.0
0.8553731,
0.9309487,
0.9422762,
0.9050293,1.0
0.9492013,1.0
0.89770085,
0.95930916,
0.8837472,
0.9190267,
0.9565916,
0.96575725,
0.852045,1.0
0.9660094,
0.96960515,
0.9718532,
0.94931805,1.0
0.89103246,
0.77971613,
0.9365502,
0.9116531,
0.88039523,
0.92130953,
0.97515094,
0.92764914,
0.9683043,
0.8851079,
0.9669662,
0.9665866,
0.94152,
0.9279163,
0.7766498,
0.9506997,
0.9562455,
0.970524,
0.93362814,
0.9583455,
0.94438636,
0.966451,1.0
0.8321911,
0.95862025,1.0
0.87022483,
0.96450114,
0.96543604,
0.94474953,
0.95427907,
0.895334,1.0
0.8395015,
0.831746,
0.9404907,
0.9065576,
0.95559275,
0.94075435,
0.94224656,1.0
0.896289,
0.9699358,
0.92394584,
0.92648274,
0.97170335,1.0
0.8509214,1.0
0.9212625,
0.96763784,
0.9386066,
0.97443795,
0.94883645,
0.8921238,
0.9238169,
0.9224629,
0.9434058,
0.9209753,0.0
0.94323045,
0.9630858,
0.86487496,1.0
0.9418593,1.0
0.8919513,
0.92786926,
0.9265052,
0.92392814,
0.88134295,
0.90866303,1.0
0.9028818,
0.91245794,
0.8496912,
0.97912973,
0.87676376,
0.86553985,
0.8491034,
0.9771138,
0.9437976,
0.92345786,
0.97667104,
0.98184675,
0.87213755,
0.9390931,
0.9407471,
0.8676999,
0.9783931,
0.8619517,
0.94195825,
0.9678907,
0.95518243,
0.93722963,
0.9373796,
0.924,
0.8965896,
0.95520204,
0.9443112,
0.9246224,
0.8335367,
0.91191345,
0.9614878,
0.92471933,0.0
0.9615215,
0.91944116,
0.9734471,
0.9623548,1.0
0.94291115,
0.93687224,
0.96667004,
0.9592134,
0.88748544,
0.96662706,
0.9385182,
0.96084684,
0.9682512,1.0
0.96806854,
0.7553838,
0.9742988,
0.9408576,1.0
0.9061619,
0.9136135,
0.8941463,0.0
0.8786373,
0.9551674,
0.83573633,
0.9252905,
0.8705372,
0.7983937,
0.86012447,
0.94075555,
0.9670555,
0.949161,
0.9577295,1.0
0.97909915,
0.90889376,
0.6577362,
0.9400082,
0.90799713,
0.9486537,
0.85760945,1.0
0.92173296,
0.96028596,1.0
0.81701297,1.0
0.97380775,
0.88854116,
0.94394606,
0.9412282,
0.9818232,
0.9433179,
0.92058295,1.0
0.95824,
0.94190884,
0.93186194,
0.9712195,
0.97532153,1.0
0.9135904,
0.9441882,
0.9560697,
0.8159719,
0.92949325,
0.9297703,
0.9181967,
0.9684397,
0.9330157,
0.972801,
0.91052186,
0.9649828,1.0
0.8894417,
0.9623285,
0.96249557,
0.7491846,
0.8296462,
0.8325143,
0.97323984,
0.97495043,
0.9417571,
0.85841,
0.97170705,
0.9755273,
0.9659474,
0.901169,
0.8110928,
0.9466303,
0.9159243,
0.9204164,1.0
0.80123925,
0.9733978,
0.9195371,
0.9438163,
0.958649,
0.97065544,
0.9688516,
0.94104356,
0.9469588,1.0
0.90684813,
0.9685731,
0.7188959,
0.95703334,
0.95524955,
0.94627506,1.0
0.97889084,1.0
0.8588108,
0.8836205,
0.9727878,
0.88390684,
0.9416928,
0.83929336,0.0
0.88396007,
0.9161482,1.0
0.950661,1.0
0.92722243,
0.9352878,
0.9088502,1.0
0.96283823,
0.9692476,1.0
0.94231683,
0.9765069,
0.7920914,
0.95152175,
0.93351406,
0.9106355,
0.9707945,
0.9262357,
0.95007,
0.97084695,
0.9661655,
0.9699289,
0.92749727,
0.9389901,
0.9367567,
0.9230311,
0.9380546,1.0
0.9152575,
0.94990087,1.0
0.9497397,1.0
0.93284225,
0.97499055,
0.9715658,
0.83136827,1.0
0.9081334,1.0
0.8934785,
0.91630214,1.0
0.88545513,
0.8344302,
0.9587959,
0.9405101,
0.93550104,
0.9385647,
0.97892624,
0.96958554,
0.8912525,
0.93278354,
0.9776499,
0.9302406,
0.83202636,
0.9313684,
0.8156591,
0.93708104,1.0
0.95984846,
0.94467616,
0.9154471,
0.89527607,1.0
0.97544223,1.0
0.9470132,1.0
0.87462485,1.0
0.918319,1.0
0.8909835,
0.80909836,
0.97095037,
0.9525788,
0.9632038,1.0
0.8056793,
0.97216976,
0.96569866,
0.86881673,
0.937359,
0.9463083,
0.87787527,1.0
0.82191634,1.0
0.9637759,
0.960359,1.0
0.9742424,
0.90690637,
0.97136074,1.0
0.93056357,
0.976924,
0.8734243,
0.9591883,
0.9457514,
0.8854375,
0.81273985,1.0
0.9646118,
0.9328244,1.0
0.9535398,
0.9404392,1.0
0.9518651,
0.9741866,
0.77635133,
0.9322143,
0.9636266,
0.75060207,
0.6916831,
0.9044528,
0.8610358,
0.9670912,1.0
0.949668,
0.96454597,
0.890654,
0.9441405,
0.96854514,1.0
0.97971225,
0.9494427,
0.9293752,
0.9420794,
0.9572697,
0.9731688,
0.9036924,1.0
0.95000106,
0.97721386,
0.97030526,
0.96875024,
0.86619586,
0.9798466,
0.8495574,
0.9172164,1.0
0.91189235,
0.8043035,
0.9373359,
0.9614013,
0.92384106,1.0
0.9716779,
0.9041666,
0.8928149,
0.9168155,
0.9656981,1.0
0.9740872,
0.8926244,
0.896316,
0.94886595,
0.7217462,
0.94342303,
0.9194186,
0.95025814,
0.959588,1.0
0.95466685,
0.8863028,
0.93372095,
0.8720843,
0.9420952,1.0
0.94331723,
0.88224036,
0.96116173,
0.9218754,
0.9314528,
0.9143773,
0.96286666,
0.96261764,1.0
0.92414975,
0.92881846,
0.8983312,1.0
0.94972324,
0.92468244,
0.9452461,
0.949334,
0.93959445,
0.92649007,
0.9328046,
0.89914775,
0.9192669,
0.8503094,
0.95439935,1.0
0.9578056,
0.9323137,
0.92621094,
0.9475013,1.0
0.9055341,
0.9656141,
0.9500302,
0.9368596,
0.89544976,
0.93418235,
0.90126723,1.0
0.8715293,
0.90182805,
0.9466537,1.0
0.95168763,
0.92754877,
0.95162386,
0.9643822,
0.78807646,1.0
0.8343725,
0.948924,
0.8422822,1.0
0.95623076,
0.8736563,1.0
0.912219,
0.9639653,
0.852099,
0.943216,1.0
0.9545276,
0.8917982,1.0
0.9288566,
0.9113509,
0.96201015,
0.84420085,
0.8774297,
0.94546384,
0.98001343,
0.9665866,
0.9190154,
0.90962803,
0.94801605,
0.9681523,
0.98178,
0.9619006,1.0
0.9666717,
0.91219074,1.0
0.9700817,
0.93947965,1.0
0.9530343,1.0
0.91161466,
0.9374812,
0.95004106,
0.94070214,
0.94402915,
0.9470485,
0.91781414,0.0
0.91465276,
0.9346977,1.0
0.96623135,
0.96216303,
0.894181,
0.9537437,
0.96126723,1.0
0.9533583,
0.9686989,
0.954457,
0.95335793,
0.95463014,
0.93380165,
0.8877165,1.0
0.8414639,
0.731164,
0.9398011,
0.8694262,1.0
0.89698035,
0.94766915,
0.9565207,
0.9506415,1.0
0.9055286,
0.8987298,
0.751052,
0.96016824,
0.9438083,
0.9733758,
0.8774098,1.0
0.84340626,
0.9565183,
0.6729705,
0.95733035,
0.9836981,
0.9637432,
0.7674666,
0.9614953,
0.95934504,
0.8762482,0.0
0.97488064,
0.9227424,
0.9262221,
0.96041393,
0.92855513,
0.9131007,
0.9100962,1.0
0.9547956,1.0
0.94492507,
0.9168741,
0.95910394,
0.86408633,
0.93406916,
0.90253586,
0.94474167,
0.9703391,1.0
0.8317061,1.0
0.9163945,
0.9503842,1.0
0.9395811,
0.9838486,1.0
0.8525241,
0.9771144,
0.95433486,
0.8599768,1.0
0.94726986,
0.97488415,
0.8495203,
0.9645319,
0.92380375,
0.9267949,
0.9382383,1.0
0.9447789,
0.9555255,
0.93948185,
0.9119955,
0.9501195,
0.92650217,
0.9821831,
0.85010076,1.0
0.89544326,
0.85413545,1.0
0.9382848,
0.9643601,
0.94686455,
0.913551,
0.96817255,
0.9478165,
0.9715125,
0.8372859,1.0
0.90725267,
0.96684074,
0.88214046,
0.7710133,
0.904877,1.0
0.9350104,
0.96192485,
0.913545,1.0
0.96413136,
0.9058377,
0.8801824,1.0
0.9447086,
0.9199536,
0.9585794,
0.96638364,1.0
0.85732746,
0.96435744,
0.8573512,
0.93318975,1.0
0.93569034,
0.8516052,
0.8911653,
0.9252772,
0.96402633,
0.95331645,
0.95573133,1.0
0.955415,
0.96115243,0.0
0.93675077,
0.961479,
0.9195389,1.0
0.95541906,
0.9135352,
0.95568085,
0.9726284,1.0
0.97195184,
0.95799625,
0.9670379,1.0
0.98210436,
0.9507201,
0.86519516,1.0
0.9713136,
0.9535138,1.0
0.8318717,
0.79705435,1.0
0.92797405,1.0
0.9203037,
0.9605118,0.0
0.84966,
0.91879565,
0.9672997,
0.90451324,
0.8490185,
0.80386573,
0.9634145,
0.9551274,
0.9027714,
0.9649433,
0.9309288,1.0
0.9622231,
0.97754264,
0.9333336,
0.94072336,
0.9062009,
0.8143816,
0.9073988,
0.95822215,
0.93676734,
0.97042817,1.0
0.96157986,
0.8642986,
0.91522515,
0.95215917,
0.9564489,
0.95336187,
0.9497728,
0.9431915,
0.9587149,
0.90874237,
0.94349486,
0.6081574,1.0
0.86910135,1.0
0.92675674,
0.8152749,
0.8900389,
0.95599526,
0.93832505,
0.91016996,
0.84475803,
0.90937847,
0.919381,
0.91510427,
0.94457436,
0.7989063,1.0
0.96395475,
0.9695164,
0.9643199,
0.95565176,
0.96239495,
0.92257506,
0.88226736,
0.8085297,
0.92060584,1.0
0.95779544,
0.91050595,
0.9670135,
0.9464137,
0.94535345,
0.8448595,
0.903008,
0.9508896,
0.9404321,
0.9326605,
0.9197694,
0.92226857,
0.93858004,
0.96423185,
0.9192709,
0.9309898,1.0
0.8958713,
0.91034716,
0.912349,
0.90473,
0.93997324,
0.9551468,
0.8435964,
0.98176575,
0.9622978,1.0
0.9118779,
0.71379966,
0.8663866,1.0
0.90392035,1.0
0.98090565,
0.947373,
0.92620313,
0.9500811,
0.91706806,
0.9261258,
0.95975643,
0.7960808,1.0
0.9573301,
0.9641431,
0.96915495,
0.9224545,
0.83701617,
0.9531776,
0.93216014,
0.9805352,
0.9373318,
0.8787202,
0.97006273,
0.9065696,
0.9046058,
0.89192015,
0.94909894,
0.9700057,
0.74771416,
0.8860217,1.0
0.9475777,
0.9540046,
0.91337115,
0.89779466,
0.94438636,
0.87571895,
0.9398774,
0.9765496,
0.94958323,1.0
0.9185135,1.0
0.94383085,
0.97010833,
0.9457235,
0.966774,
0.96574324,
0.98135614,
0.9393365,
0.96609116,
0.92640626,
0.83149415,
0.8379178,
0.860716,1.0
0.9692385,
0.9371516,1.0
0.9227092,
0.8462916,
0.95095944,
0.9708948,0.0
0.873324,1.0
0.95426506,
0.9436955,
0.9785446,
0.97121406,
0.9467475,
0.9568802,
0.88305765,
0.8995882,
0.9693062,
0.9165046,
0.9693691,
0.93293345,
0.82604903,
0.95783633,
0.97181016,
0.643376,
0.87987024,
0.92421573,
0.94618803,
0.9129889,
0.7109283,
0.959633,
0.93255776,0.0
0.9034347,
0.8673595,
0.89944655,
0.8875703,
0.9484617,
0.9372781,
0.9723015,
0.91890085,
0.8639827,
0.93662924,
0.87981373,1.0
0.85479164,1.0
0.9493332,1.0
0.91633993,
0.808527,
0.9085643,
0.8928488,
0.9467801,
0.92560744,1.0
0.94534004,
0.9359645,
0.9731935,
0.9722892,
0.9409477,
0.93154,
0.9548035,1.0
0.8728328,1.0
0.9559957,
0.9234821,1.0
0.92928064,
0.91369677,
0.9226036,
0.8771808,1.0
0.9749503,
0.9115961,
0.9225184,
0.9137985,
0.95886034,
0.9343431,1.0
0.7810968,0.0
0.9540955,
0.8557083,
0.9663403,
0.9404976,
0.91111606,
0.9190333,
0.9678265,
0.97004884,
0.85537535,
0.83568925,
0.8756034,
0.96146667,
0.93107164,
0.9462461,1.0
0.95222175,
0.93282676,
0.94090897,
0.96304464,
0.9064425,
0.9159398,1.0
0.96597254,1.0
0.91417783,
0.9178057,
0.867549,1.0
0.9766643,
0.9221643,1.0
0.9556865,
0.85063875,
0.8947733,
0.8333014,
0.96002233,1.0
0.88002485,1.0
0.9695813,
0.9248208,
0.83022004,
0.8845869,1.0
0.9259364,
0.9134589,
0.8587202,
0.94456446,
0.9402351,1.0
0.9405956,
0.9663953,1.0
0.91863525,
0.9336927,
0.900626,
0.85654247,
0.91875774,1.0
0.90166694,
0.9595091,
0.92221075,1.0
0.8950335,
0.97607124,
0.8904592,1.0
0.9302427,
0.92054164,
0.92393184,
0.9051263,
0.9528094,0.0
0.75273544,
0.92020863,1.0
0.88711375,
0.9358647,
0.95049983,
0.94438636,
0.95261437,
0.95544475,
0.9665395,
0.9696638,
0.93809825,0.0
0.96831423,
0.945217,1.0
0.93442065,
0.8706038,
0.9397019,1.0
0.84809226,0.0
0.93922234,
0.95528346,
0.83913136,
0.89705867,
0.9568088,1.0
0.96216923,1.0
0.95267963,
0.8387517,
0.96893543,
0.94450873,1.0
0.932446,
0.974556,1.0
0.9095363,
0.90315896,
0.9137657,1.0
0.94425535,1.0
0.9662742,1.0
